case_id,date,mission_duration_requested_h,strategy,vehicles_with_iqr10,fleet_iqr10_collected_total,fleet_iqr10_raw_collected_total,fleet_iqr10_route_valid_cells,fleet_trajectory_length,mean_iqr10_collected_mean,mean_percentage_path_in_top10_IQR10,vehicle_rows,fleet_iqr10_collected_per_km,base_strategy,solver_status,solver_runtime,fleet_collected_STD,STD_retention,fleet_collected_boundary,fleet_region_A_coverage,fleet_region_B_coverage,region_balance,regime_specialization_score,trajectory_overlap_ratio,fleet_total_area_covered,recommendation_score,baseline_fleet_iqr10_collected_total,baseline_fleet_iqr10_collected_per_km,fleet_IQR10_retention_vs_baseline,fleet_IQR10_gain_vs_baseline,fleet_IQR10_gain_pct_vs_baseline,iqr10_baseline_comparison_exists
C06_representative,2023-12-22,12.0,role_swap_of_vehicle_specific_6040,2,93.76385021209717,61.95547676086426,318,72.792,0.29107237979769707,0.021604938271604937,2,1.2881065256085444,role_swap_of_vehicle_specific_6040,SUCCESS,2739.4581715000386,135.60111236572266,0.8564637622552055,172.77516174316406,0.0521960534691279,0.0382558617852735,0.8458828467628711,0.0,0.0031545741324921,317,0.4507941665102259,147.3219757080078,2.0088355906023945,0.6364552861953001,-53.558125495910645,-36.35447138046999,True
C06_representative,2023-12-22,12.0,vehicle_specific_00100,2,103.78542709350586,66.45777893066406,304,73.644,0.33914871513843536,0.02922077922077922,2,1.4092855778271938,vehicle_specific_00100,SUCCESS,281.3266421999724,124.23969268798828,0.7847044376302813,175.57563018798828,0.0420114576702737,0.0345536816125051,0.9025956704627064,0.4942857176065445,0.0033003300330033,303,0.5330135290852924,147.3219757080078,2.0088355906023945,0.7044802826918952,-43.53654861450195,-29.551971730810482,True
C06_representative,2023-12-22,12.0,vehicle_specific_2575,2,90.04909896850586,59.218170166015625,299,73.126,0.30805667117238045,0.020833333333333332,2,1.2314238296707853,vehicle_specific_2575,SUCCESS,1409.5375586000157,117.21375274658205,0.740328231192044,158.8293342590332,0.0502864417568427,0.0411353352529823,0.8999023339605727,0.5968861877918243,0.0033557046979865,298,0.5414496511341369,147.3219757080078,2.0088355906023945,0.6112400986732841,-57.27287673950195,-38.87599013267159,True
C06_representative,2023-12-22,12.0,vehicle_specific_5050,2,90.89987564086914,59.65288543701172,299,73.041,0.3097565807402134,0.03103448275862069,2,1.2445048074488183,vehicle_specific_5050,SUCCESS,2655.716433900001,119.86408615112305,0.757067876459568,158.31459045410156,0.0509229789942711,0.039489921842863,0.8735461748760484,0.5875503718852997,0.0033557046979865,298,0.5415407850180581,147.3219757080078,2.0088355906023945,0.6170150461532821,-56.42210006713867,-38.298495384671796,True
C06_representative,2023-12-22,12.0,vehicle_specific_6040,2,93.76385021209717,61.95547676086426,318,72.792,0.29107237979769707,0.021604938271604937,2,1.2881065256085444,vehicle_specific_6040,SUCCESS,3051.6849831000145,135.60111236572266,0.8564637622552055,172.77516174316406,0.0521960534691279,0.0382558617852735,0.8458828467628711,0.5511633455753326,0.0031545741324921,317,0.5610249695247871,147.3219757080078,2.0088355906023945,0.6364552861953001,-53.558125495910645,-36.35447138046999,True
C06_representative,2023-12-22,12.0,vehicle_specific_7030,2,87.55881595611572,57.94572448730469,299,72.521,0.28926801681518555,0.05263157894736842,2,1.2073580887758817,vehicle_specific_7030,SUCCESS,2534.7241144000145,126.74796295166016,0.8005468046234322,159.5775146484375,0.049013367281986,0.037021801727684,0.8606201894837435,0.5594119131565094,0.0033557046979865,298,0.5470480411622576,147.3219757080078,2.0088355906023945,0.5943364222161758,-59.76315975189209,-40.566357778382425,True
C06_representative,2023-12-22,12.0,vehicle_specific_8020,2,153.30687713623047,91.93810272216797,308,72.406,0.4980862885713577,0.1040620913654195,2,2.1173228342434394,vehicle_specific_8020,SUCCESS,1898.4287295341487,163.88602447509766,1.0351127557451494,232.37088775634768,0.0642902609802673,0.0,0.0,0.2582781314849853,0.0657439446366782,289,0.4556413822610607,147.3219757080078,2.0088355906023945,1.0406246345764785,5.984901428222656,4.062463457647848,True
C06_representative,2023-12-22,12.0,vehicle_specific_9010,2,157.38746643066406,94.37648010253906,316,73.63499999999999,0.4981682151556015,0.08194750550991785,2,2.137400236717106,vehicle_specific_9010,SUCCESS,1998.9451644420624,170.3501739501953,1.0759406640317013,241.41709899902344,0.0432845321451304,0.0,0.0,0.1903225779533386,0.1575091575091575,273,0.4451207997347257,147.3219757080078,2.0088355906023945,1.0683230772210526,10.06549072265625,6.8323077221052575,True
October_control,2024-10-30,12.0,baseline_shared_STD,2,126.70660781860352,271.1669616699219,322,77.065,0.3924526274204254,0.0,2,1.6441524403893275,baseline_shared_STD,SUCCESS,1217.13453879999,181.98470306396484,1.0,0.0,0.0393553223388305,0.0393553223388305,1.0,0.0,0.0222222222222222,315,0.5076576547316732,126.70660781860352,1.6441524403893275,1.0,0.0,0.0,True
October_control,2024-10-30,12.0,role_swap_of_vehicle_specific_2575,2,120.82516479492188,258.80255126953125,308,75.174,0.39228948950767517,0.0,2,1.607273323155903,role_swap_of_vehicle_specific_2575,SUCCESS,3101.7151431000093,177.18678283691406,0.9736355850449452,0.0,0.0192403798100949,0.0192403798100949,1.0,0.0,1.0,154,0.3969168853839723,126.70660781860352,1.6441524403893275,0.9535821917661811,-5.881443023681641,-4.641780823381893,True
October_control,2024-10-30,12.0,vehicle_specific_00100,0,0.0,0.0,0,0.0,,,2,,vehicle_specific_00100,FAILED,12.67929300002288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.2036551596635817,126.70660781860352,1.6441524403893275,0.0,-126.70660781860352,-100.0,True
October_control,2024-10-30,12.0,vehicle_specific_2575,2,120.82516479492188,258.80255126953125,308,75.174,0.39228948950767517,0.0,2,1.607273323155903,vehicle_specific_2575,SUCCESS,3272.3813339000044,177.18678283691406,0.9736355850449452,0.0,0.0192403798100949,0.0192403798100949,1.0,0.0,1.0,154,0.3969160451911003,126.70660781860352,1.6441524403893275,0.9535821917661811,-5.881443023681641,-4.641780823381893,True
October_control,2024-10-30,12.0,vehicle_specific_5050,2,120.82516479492188,258.80255126953125,308,75.174,0.39228948950767517,0.0,2,1.607273323155903,vehicle_specific_5050,SUCCESS,3330.2918248000205,177.18678283691406,0.9736355850449452,0.0,0.0192403798100949,0.0192403798100949,1.0,0.0,1.0,154,0.3969157796584255,126.70660781860352,1.6441524403893275,0.9535821917661811,-5.881443023681641,-4.641780823381893,True
October_control,2024-10-30,12.0,vehicle_specific_6040,2,120.82516479492188,258.80255126953125,308,75.174,0.39228948950767517,0.0,2,1.607273323155903,vehicle_specific_6040,SUCCESS,3442.005318700016,177.18678283691406,0.9736355850449452,0.0,0.0192403798100949,0.0192403798100949,1.0,0.0,1.0,154,0.3969152926625686,126.70660781860352,1.6441524403893275,0.9535821917661811,-5.881443023681641,-4.641780823381893,True
October_control,2024-10-30,12.0,vehicle_specific_7030,2,120.82516479492188,258.80255126953125,308,75.174,0.39228948950767517,0.0,2,1.607273323155903,vehicle_specific_7030,SUCCESS,3337.422007999994,177.18678283691406,0.9736355850449452,0.0,0.0192403798100949,0.0192403798100949,1.0,0.0,1.0,154,0.3969157476018757,126.70660781860352,1.6441524403893275,0.9535821917661811,-5.881443023681641,-4.641780823381893,True
October_control,2024-10-30,12.0,vehicle_specific_8020,2,120.82516479492188,258.80255126953125,308,75.174,0.39228948950767517,0.0,2,1.607273323155903,vehicle_specific_8020,SUCCESS,3324.691735500004,177.18678283691406,0.9736355850449452,0.0,0.0192403798100949,0.0192403798100949,1.0,0.0,1.0,154,0.3969158049322105,126.70660781860352,1.6441524403893275,0.9535821917661811,-5.881443023681641,-4.641780823381893,True
October_control,2024-10-30,12.0,vehicle_specific_9010,2,120.82516479492188,258.80255126953125,308,75.174,0.39228948950767517,0.0,2,1.607273323155903,vehicle_specific_9010,SUCCESS,3300.2549707000144,177.18678283691406,0.9736355850449452,0.0,0.0192403798100949,0.0192403798100949,1.0,0.0,1.0,154,0.3969159162213166,126.70660781860352,1.6441524403893275,0.9535821917661811,-5.881443023681641,-4.641780823381893,True
