route_id,waypoint_order,lat,lon,depth_m,route_length_km,route_minimum_depth_m
1,0,39.57266,-9.292792,110.0299,36.993,68.9006
1,1,39.564743,-9.287446,105.27807,36.993,68.9006
1,2,39.567383,-9.274079,101.45746,36.993,68.9006
1,3,39.562107,-9.263387,94.92799,36.993,68.9006
1,4,39.562107,-9.247347,87.88178,36.993,68.9006
1,5,39.559467,-9.231307,77.59624,36.993,68.9006
1,6,39.567383,-9.223288,77.17496,36.993,68.9006
1,7,39.567383,-9.209921,68.9006,36.993,68.9006
1,8,39.577934,-9.215268,78.28218,36.993,68.9006
1,9,39.58849,-9.212595,84.00189,36.993,68.9006
1,10,39.5964,-9.204575,88.11176,36.993,68.9006
1,11,39.609592,-9.199228,100.61967,36.993,68.9006
1,12,39.609592,-9.185862,103.92517,36.993,68.9006
1,13,39.620148,-9.183188,128.77869,36.993,68.9006
1,14,39.62806,-9.175169,144.34569,36.993,68.9006
1,15,39.64125,-9.180515,170.54643,36.993,68.9006
1,16,39.63334,-9.188536,162.13379,36.993,68.9006
1,17,39.64389,-9.204575,204.68958,36.993,68.9006
1,18,39.638615,-9.231307,223.23598,36.993,68.9006
1,19,39.64125,-9.244674,265.4676,36.993,68.9006
1,20,39.62806,-9.25002,211.38583,36.993,68.9006
1,21,39.6307,-9.263387,253.21231,36.993,68.9006
1,22,39.625423,-9.274079,242.01924,36.993,68.9006
1,23,39.6307,-9.287446,293.8299,36.993,68.9006
1,24,39.622784,-9.298139,261.61563,36.993,68.9006
1,25,39.58849,-9.300812,133.71678,36.993,68.9006
1,26,39.574333,-9.293642,110.0299,36.993,68.9006
