scope,prototype_key,prototype_name,row,col,lat,lon,temp_mean,temp_std,region_label,region_label_id,boundary_score,gradient_magnitude,gradient_direction,distance_to_boundary,region_id
global,class_04,prototype_class_04,0,0,39.38888931274414,-9.55555534362793,0.8122348,0.32557803,high,1,0.28186867,0.8173642,-2.948463,64.0,2
global,class_04,prototype_class_04,0,1,39.38888931274414,-9.549799919128418,0.80762565,0.324573,high,1,0.2840638,0.81871873,-2.9345832,63.0,2
global,class_04,prototype_class_04,0,2,39.38888931274414,-9.54404354095459,0.8030164,0.32365224,high,1,0.28643557,0.82060885,-2.920895,62.0,2
global,class_04,prototype_class_04,0,3,39.38888931274414,-9.538288116455078,0.79840654,0.32281664,high,1,0.2890628,0.82334787,-2.9075634,61.0,2
global,class_04,prototype_class_04,0,4,39.38888931274414,-9.532532691955566,0.79379725,0.32206705,high,1,0.29165745,0.82577085,-2.8940823,60.0,2
global,class_04,prototype_class_04,0,5,39.38888931274414,-9.526776313781738,0.7891878,0.3214037,high,1,0.29444343,0.8287759,-2.8808317,59.0,2
global,class_04,prototype_class_04,0,6,39.38888931274414,-9.521020889282227,0.78457826,0.32082734,high,1,0.2972601,0.8317111,-2.8676467,58.0,2
global,class_04,prototype_class_04,0,7,39.38888931274414,-9.515265464782715,0.7799688,0.32033852,high,1,0.30033392,0.8354845,-2.854772,57.0,2
global,class_04,prototype_class_04,0,8,39.38888931274414,-9.509509086608887,0.7753594,0.31993747,high,1,0.29936445,0.8227642,-2.8357863,56.0,2
global,class_04,prototype_class_04,0,9,39.38888931274414,-9.503753662109375,0.7709439,0.31961045,high,1,0.293342,0.78947675,-2.810793,55.0,2
global,class_04,prototype_class_04,0,10,39.38888931274414,-9.497998237609863,0.7667549,0.31935394,high,1,0.2916956,0.77360916,-2.795933,54.0,2
global,class_04,prototype_class_04,0,11,39.38888931274414,-9.492241859436035,0.7625659,0.3191848,high,1,0.29461625,0.7759259,-2.7892706,53.0,2
global,class_04,prototype_class_04,0,12,39.38888931274414,-9.486486434936523,0.75837696,0.319103,high,1,0.29736227,0.77731663,-2.7821412,52.0,2
global,class_04,prototype_class_04,0,13,39.38888931274414,-9.480731010437012,0.7541881,0.31910852,high,1,0.30033687,0.77940065,-2.7753377,51.0,2
global,class_04,prototype_class_04,0,14,39.38888931274414,-9.474974632263184,0.7499991,0.3192014,high,1,0.30333686,0.7813542,-2.7684982,50.0,2
global,class_04,prototype_class_04,0,15,39.38888931274414,-9.469219207763672,0.74581015,0.31938148,high,1,0.30649537,0.7837079,-2.7619224,49.0,2
global,class_04,prototype_class_04,0,16,39.38888931274414,-9.46346378326416,0.74162114,0.31964886,high,1,0.3096015,0.7856066,-2.7551112,48.0,2
