image_idx_0_based,image_z_1_based,png_path
57,58,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z058.png
58,59,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z059.png
59,60,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z060.png
60,61,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z061.png
61,62,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z062.png
62,63,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z063.png
63,64,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z064.png
64,65,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z065.png
65,66,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z066.png
66,67,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z067.png
67,68,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z068.png
68,69,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z069.png
69,70,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z070.png
70,71,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z071.png
71,72,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z072.png
72,73,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z073.png
73,74,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z074.png
74,75,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z075.png
78,79,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z079.png
79,80,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z080.png
80,81,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z081.png
81,82,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z082.png
82,83,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z083.png
83,84,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z084.png
84,85,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z085.png
85,86,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z086.png
86,87,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z087.png
87,88,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z088.png
88,89,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z089.png
89,90,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z090.png
90,91,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z091.png
91,92,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z092.png
92,93,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z093.png
98,99,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z099.png
99,100,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z100.png
117,118,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z118.png
118,119,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z119.png
119,120,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z120.png
120,121,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z121.png
195,196,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z196.png
196,197,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z197.png
204,205,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z205.png
209,210,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z210.png
210,211,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z211.png
211,212,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z212.png
222,223,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z223.png
267,268,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z268.png
268,269,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z269.png
269,270,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z270.png
273,274,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z274.png
